Сумма	Текущая дата	Накопительная сумма	Статус	Бесконечность	Чек	Количество	Цена	Артикул	Дата
3100	25.02.2026	?	002	3100	IT010013399	1	3100	0102467	24.07.2013
10658	25.02.2026	?	002	5329	IT010013400	2	5329	0102469	24.07.2013
10658	25.02.2026	?	002	5329	IT010013400	2	5329	0102470	24.07.2013
23529	25.02.2026	?	001	23529	IT010013401	1	23529	0102474	24.07.2013
1497	25.02.2026	?	002	1497	IT010013402	1	1497	0100595	24.07.2013
1069	25.02.2026	?	002	1069	IT010013402	1	1069	0100649	24.07.2013
1925	25.02.2026	?	002	1925	IT010013403	1	1925	0101041	24.07.2013
4055	25.02.2026	?	002	4055	IT010013404	1	4055	0102315	24.07.2013
2878	25.02.2026	?	002	2878	IT010013405	1	2878	0102317	24.07.2013
2105	25.02.2026	?	002	2105	IT010013406	1	2105	0102327	24.07.2013
4278	25.02.2026	?	002	2139	IT010013406	2	2139	0102330	24.07.2013
2139	25.02.2026	?	002	2139	IT010013407	1	2139	0102332	24.07.2013
2139	25.02.2026	?	002	2139	IT010013407	1	2139	0102333	24.07.2013
47166	25.02.2026	?	001	47166	IT010013408	1	47166	0102391	24.07.2013
47064	25.02.2026	?	001	47064	IT010013408	1	47064	0102398	24.07.2013
1380	25.02.2026	?	002	1380	IT010013408	1	1380	0102480	24.07.2013
1867	25.02.2026	?	002	1867	IT010013409	1	1867	0102483	24.07.2013
1380	25.02.2026	?	002	1380	IT010013409	1	1380	0102492	24.07.2013
1380	25.02.2026	?	002	1380	IT010013410	1	1380	0102493	24.07.2013
1925	25.02.2026	?	002	1925	IT010013410	1	1925	0105735	24.07.2013
2571	25.02.2026	?	002	2571	IT010013411	1	2571	0105736	24.07.2013
566	25.02.2026	?	002	566	IT010013411	1	566	0105755	24.07.2013
2571	25.02.2026	?	002	2571	IT010013412	1	2571	0105757	24.07.2013
1968	25.02.2026	?	002	984	IT010013412	2	984	0105759	24.07.2013
2138	25.02.2026	?	002	1069	IT010013413	2	1069	0109013	24.07.2013
407	25.02.2026	?	002	407	IT010013413	1	407	0110134	24.07.2013
2129	25.02.2026	?	002	2129	IT010013414	1	2129	0102578	24.07.2013
12293	25.02.2026	?	002	12293	IT010013414	1	12293	0101332	24.07.2013
14207	25.02.2026	?	002	14207	IT010013415	1	14207	0101336	24.07.2013
8494	25.02.2026	?	002	8494	IT010013416	1	8494	0101337	24.07.2013
5722	25.02.2026	?	002	5722	IT010013416	1	5722	0101339	24.07.2013
1497	25.02.2026	?	002	1497	IT010013417	1	1497	0100595	24.07.2013
5736	25.02.2026	?	002	2868	IT010013417	2	2868	0100597	24.07.2013
1069	25.02.2026	?	002	1069	IT010013417	1	1069	0100649	24.07.2013
1925	25.02.2026	?	002	1925	IT010013418	1	1925	0101041	24.07.2013
8453	25.02.2026	?	002	8453	IT010013419	1	8453	0102381	24.07.2013
8453	25.02.2026	?	002	8453	IT010013419	1	8453	0102383	24.07.2013
2934	25.02.2026	?	002	2934	IT010013419	1	2934	0102437	24.07.2013
15943	25.02.2026	?	002	15943	IT010013420	1	15943	0102439	24.07.2013
2934	25.02.2026	?	002	2934	IT010013420	1	2934	0102442	24.07.2013
3820	25.02.2026	?	002	3820	IT010013421	1	3820	0102443	24.07.2013
2934	25.02.2026	?	002	2934	IT010013421	1	2934	0102447	24.07.2013
2934	25.02.2026	?	002	2934	IT010013422	1	2934	0102448	24.07.2013
8956	25.02.2026	?	002	8956	IT010013422	1	8956	0102453	24.07.2013
566	25.02.2026	?	002	566	IT010013423	1	566	0105734	24.07.2013
566	25.02.2026	?	002	566	IT010013424	1	566	0105755	24.07.2013
2571	25.02.2026	?	002	2571	IT010013424	1	2571	0105757	24.07.2013
1968	25.02.2026	?	002	984	IT010013425	2	984	0105759	24.07.2013
1069	25.02.2026	?	002	1069	IT010013426	1	1069	0109013	24.07.2013
4278	25.02.2026	?	002	2139	IT010013426	2	2139	0102331	24.07.2013
4278	25.02.2026	?	002	2139	IT010013427	2	2139	0102332	24.07.2013
15943	25.02.2026	?	002	15943	IT010013428	1	15943	0102439	25.07.2013
8956	25.02.2026	?	002	8956	IT010013429	1	8956	0102453	25.07.2013
10658	25.02.2026	?	002	5329	IT010013429	2	5329	0102465	25.07.2013
5329	25.02.2026	?	002	5329	IT010013430	1	5329	0102416	25.07.2013
5363	25.02.2026	?	002	5363	IT010013430	1	5363	0102421	25.07.2013
5363	25.02.2026	?	002	5363	IT010013431	1	5363	0102427	25.07.2013
3820	25.02.2026	?	002	3820	IT010013432	1	3820	0102438	25.07.2013
9416	25.02.2026	?	002	9416	IT010013433	1	9416	0102440	25.07.2013
5874	25.02.2026	?	002	5874	IT010013433	1	5874	0102454	25.07.2013
2326	25.02.2026	?	002	2326	IT010013434	1	2326	0102461	25.07.2013
3100	25.02.2026	?	002	3100	IT010013434	1	3100	0102467	25.07.2013
15943	25.02.2026	?	002	15943	IT010013435	1	15943	0102439	25.07.2013
8956	25.02.2026	?	002	8956	IT010013435	1	8956	0102453	25.07.2013
5868	25.02.2026	?	002	2934	IT010013436	2	2934	0102401	25.07.2013
23529	25.02.2026	?	001	23529	IT010013437	1	23529	0102474	25.07.2013
13266	25.02.2026	?	002	6633	IT010013438	2	6633	0101326	25.07.2013
5722	25.02.2026	?	002	5722	IT010013439	1	5722	0101339	25.07.2013
9288	25.02.2026	?	002	4644	IT010013439	2	4644	0101341	25.07.2013
936	25.02.2026	?	002	936	IT010013439	1	936	0110491	25.07.2013
2680	25.02.2026	?	002	2680	IT010013440	1	2680	0110494	25.07.2013
2934	25.02.2026	?	002	2934	IT010013441	1	2934	0102406	25.07.2013
2934	25.02.2026	?	002	2934	IT010013441	1	2934	0102410	25.07.2013
5363	25.02.2026	?	002	5363	IT010013442	1	5363	0102414	25.07.2013
10658	25.02.2026	?	002	5329	IT010013443	2	5329	0102416	25.07.2013
1497	25.02.2026	?	002	1497	IT010013443	1	1497	0100595	25.07.2013
3850	25.02.2026	?	002	1925	IT010013444	2	1925	0101041	25.07.2013
2139	25.02.2026	?	002	2139	IT010013444	1	2139	0102331	25.07.2013
2139	25.02.2026	?	002	2139	IT010013445	1	2139	0102332	25.07.2013
47166	25.02.2026	?	001	47166	IT010013445	1	47166	0102390	25.07.2013
1380	25.02.2026	?	002	1380	IT010013445	1	1380	0102492	25.07.2013
496	25.02.2026	?	002	496	IT010013445	1	496	0102549	25.07.2013
566	25.02.2026	?	002	566	IT010013446	1	566	0105755	25.07.2013
984	25.02.2026	?	002	984	IT010013446	1	984	0105759	25.07.2013
814	25.02.2026	?	002	407	IT010013447	2	407	0110134	25.07.2013
2139	25.02.2026	?	002	2139	IT010013448	1	2139	0110143	25.07.2013
1497	25.02.2026	?	002	1497	IT010013448	1	1497	0100595	25.07.2013
1069	25.02.2026	?	002	1069	IT010013449	1	1069	0100649	25.07.2013
1925	25.02.2026	?	002	1925	IT010013449	1	1925	0101041	25.07.2013
4055	25.02.2026	?	002	4055	IT010013450	1	4055	0102315	25.07.2013
2878	25.02.2026	?	002	2878	IT010013451	1	2878	0102317	25.07.2013
2105	25.02.2026	?	002	2105	IT010013451	1	2105	0102327	25.07.2013
2139	25.02.2026	?	002	2139	IT010013451	1	2139	0102330	25.07.2013
2139	25.02.2026	?	002	2139	IT010013452	1	2139	0102332	25.07.2013
2139	25.02.2026	?	002	2139	IT010013452	1	2139	0102333	25.07.2013
5329	25.02.2026	?	002	5329	IT010013453	1	5329	0102416	25.07.2013
5363	25.02.2026	?	002	5363	IT010013454	1	5363	0102421	25.07.2013
10726	25.02.2026	?	002	5363	IT010013455	2	5363	0102427	25.07.2013
3820	25.02.2026	?	002	3820	IT010013455	1	3820	0102436	25.07.2013
2934	25.02.2026	?	002	2934	IT010013456	1	2934	0102437	25.07.2013
3820	25.02.2026	?	002	3820	IT010013456	1	3820	0102438	25.07.2013
31886	25.02.2026	?	001	15943	IT010013456	2	15943	0102439	25.07.2013
2934	25.02.2026	?	002	2934	IT010013456	1	2934	0102442	25.07.2013
3820	25.02.2026	?	002	3820	IT010013457	1	3820	0102443	25.07.2013
5874	25.02.2026	?	002	5874	IT010013458	1	5874	0102444	25.07.2013
2934	25.02.2026	?	002	2934	IT010013459	1	2934	0102446	25.07.2013
2934	25.02.2026	?	002	2934	IT010013459	1	2934	0102447	25.07.2013
5868	25.02.2026	?	002	2934	IT010013460	2	2934	0102448	25.07.2013
2934	25.02.2026	?	002	2934	IT010013461	1	2934	0102452	25.07.2013
8956	25.02.2026	?	002	8956	IT010013461	1	8956	0102453	25.07.2013
5329	25.02.2026	?	002	5329	IT010013461	1	5329	0102459	25.07.2013
10658	25.02.2026	?	002	5329	IT010013462	2	5329	0102460	25.07.2013
5329	25.02.2026	?	002	5329	IT010013462	1	5329	0102465	25.07.2013
32078	25.02.2026	?	001	16039	IT010013463	2	16039	0102475	25.07.2013
1069	25.02.2026	?	002	1069	IT010013464	1	1069	0109013	25.07.2013
2347	25.02.2026	?	002	2347	IT010013464	1	2347	0100632	26.07.2013
1925	25.02.2026	?	002	1925	IT010013465	1	1925	0101041	26.07.2013
3353	25.02.2026	?	002	3353	IT010013465	1	3353	0101045	26.07.2013
1380	25.02.2026	?	002	1380	IT010013465	1	1380	0102722	26.07.2013
2571	25.02.2026	?	002	2571	IT010013466	1	2571	0105736	26.07.2013
534	25.02.2026	?	002	534	IT010013466	1	534	0105743	26.07.2013
749	25.02.2026	?	002	749	IT010013467	1	749	0105747	26.07.2013
1069	25.02.2026	?	002	1069	IT010013468	1	1069	0109013	26.07.2013
768	25.02.2026	?	002	384	IT010013468	2	384	0110140	26.07.2013
2139	25.02.2026	?	002	2139	IT010013469	1	2139	0110143	26.07.2013
6633	25.02.2026	?	002	6633	IT010013470	1	6633	0101326	26.07.2013
8121	25.02.2026	?	002	8121	IT010013470	1	8121	0101329	26.07.2013
6409	25.02.2026	?	002	6409	IT010013470	1	6409	0101330	26.07.2013
5722	25.02.2026	?	002	5722	IT010013471	1	5722	0101339	26.07.2013
1380	25.02.2026	?	002	1380	IT010013472	1	1380	0102492	26.07.2013
1380	25.02.2026	?	002	1380	IT010013472	1	1380	0102493	26.07.2013
992	25.02.2026	?	002	496	IT010013473	2	496	0102549	26.07.2013
1867	25.02.2026	?	002	1867	IT010013473	1	1867	0102584	26.07.2013
450	25.02.2026	?	002	450	IT010013474	1	450	0102723	26.07.2013
2921	25.02.2026	?	002	2921	IT010013474	1	2921	0111513	26.07.2013
47166	25.02.2026	?	001	47166	IT010013474	1	47166	0102391	26.07.2013
47064	25.02.2026	?	001	47064	IT010013474	1	47064	0102398	26.07.2013
1380	25.02.2026	?	002	1380	IT010013475	1	1380	0102480	26.07.2013
1867	25.02.2026	?	002	1867	IT010013475	1	1867	0102483	26.07.2013
2760	25.02.2026	?	002	1380	IT010013475	2	1380	0102492	26.07.2013
1380	25.02.2026	?	002	1380	IT010013476	1	1380	0102493	26.07.2013
1925	25.02.2026	?	002	1925	IT010013477	1	1925	0105735	26.07.2013
2571	25.02.2026	?	002	2571	IT010013478	1	2571	0105736	26.07.2013
566	25.02.2026	?	002	566	IT010013478	1	566	0105755	26.07.2013
2571	25.02.2026	?	002	2571	IT010013478	1	2571	0105757	26.07.2013
984	25.02.2026	?	002	984	IT010013478	1	984	0105759	26.07.2013
407	25.02.2026	?	002	407	IT010013479	1	407	0110134	26.07.2013
6633	25.02.2026	?	002	6633	IT010013480	1	6633	0101326	26.07.2013
10726	25.02.2026	?	002	5363	IT010013481	2	5363	0102427	26.07.2013
3820	25.02.2026	?	002	3820	IT010013481	1	3820	0102436	26.07.2013
9416	25.02.2026	?	002	9416	IT010013482	1	9416	0102440	26.07.2013
5868	25.02.2026	?	002	2934	IT010013482	2	2934	0102442	26.07.2013
2934	25.02.2026	?	002	2934	IT010013482	1	2934	0102447	26.07.2013
2934	25.02.2026	?	002	2934	IT010013483	1	2934	0102448	26.07.2013
11748	25.02.2026	?	002	5874	IT010013483	2	5874	0102454	26.07.2013
6200	25.02.2026	?	002	3100	IT010013484	2	3100	0102467	26.07.2013
10658	25.02.2026	?	002	5329	IT010013484	2	5329	0102469	26.07.2013
5329	25.02.2026	?	002	5329	IT010013484	1	5329	0102470	26.07.2013
10658	25.02.2026	?	002	5329	IT010013484	2	5329	0102471	26.07.2013
2129	25.02.2026	?	002	2129	IT010013485	1	2129	0102306	26.07.2013
2129	25.02.2026	?	002	2129	IT010013486	1	2129	0102307	26.07.2013
2129	25.02.2026	?	002	2129	IT010013486	1	2129	0102309	26.07.2013
2129	25.02.2026	?	002	2129	IT010013487	1	2129	0102310	26.07.2013
2460	25.02.2026	?	002	2460	IT010013487	1	2460	0102311	26.07.2013
2460	25.02.2026	?	002	2460	IT010013488	1	2460	0102313	26.07.2013
4258	25.02.2026	?	002	2129	IT010013489	2	2129	0102578	26.07.2013
15943	25.02.2026	?	002	15943	IT010013489	1	15943	0102439	27.07.2013
8956	25.02.2026	?	002	8956	IT010013490	1	8956	0102453	27.07.2013
5329	25.02.2026	?	002	5329	IT010013490	1	5329	0102459	27.07.2013
10658	25.02.2026	?	002	5329	IT010013491	2	5329	0102460	27.07.2013
6633	25.02.2026	?	002	6633	IT010013492	1	6633	0101326	27.07.2013
8121	25.02.2026	?	002	8121	IT010013492	1	8121	0101329	27.07.2013
6409	25.02.2026	?	002	6409	IT010013493	1	6409	0101330	27.07.2013
12293	25.02.2026	?	002	12293	IT010013493	1	12293	0101332	27.07.2013
11444	25.02.2026	?	002	5722	IT010013494	2	5722	0101339	27.07.2013
5874	25.02.2026	?	002	5874	IT010013494	1	5874	0102444	27.07.2013
8956	25.02.2026	?	002	8956	IT010013494	1	8956	0102453	27.07.2013
2326	25.02.2026	?	002	2326	IT010013494	1	2326	0102461	27.07.2013
1295	25.02.2026	?	002	1295	IT010013495	1	1295	0111515	27.07.2013
5329	25.02.2026	?	002	5329	IT010013496	1	5329	0102469	28.07.2013
5329	25.02.2026	?	002	5329	IT010013496	1	5329	0102470	28.07.2013
1925	25.02.2026	?	002	1925	IT010013496	1	1925	0101041	28.07.2013
566	25.02.2026	?	002	566	IT010013497	1	566	0105755	28.07.2013
984	25.02.2026	?	002	984	IT010013497	1	984	0105759	28.07.2013
407	25.02.2026	?	002	407	IT010013498	1	407	0110134	28.07.2013
5363	25.02.2026	?	002	5363	IT010013499	1	5363	0102427	28.07.2013
9416	25.02.2026	?	002	9416	IT010013499	1	9416	0102440	28.07.2013
2934	25.02.2026	?	002	2934	IT010013500	1	2934	0102447	28.07.2013
2934	25.02.2026	?	002	2934	IT010013500	1	2934	0102448	28.07.2013
5874	25.02.2026	?	002	5874	IT010013500	1	5874	0102454	28.07.2013
3100	25.02.2026	?	002	3100	IT010013500	1	3100	0102467	28.07.2013
6633	25.02.2026	?	002	6633	IT010013501	1	6633	0101326	28.07.2013
16242	25.02.2026	?	002	8121	IT010013501	2	8121	0101329	28.07.2013
6409	25.02.2026	?	002	6409	IT010013502	1	6409	0101330	28.07.2013
5722	25.02.2026	?	002	5722	IT010013502	1	5722	0101339	28.07.2013
2921	25.02.2026	?	002	2921	IT010013503	1	2921	0111513	28.07.2013
1497	25.02.2026	?	002	1497	IT010013504	1	1497	0100595	28.07.2013
3820	25.02.2026	?	002	3820	IT010013505	1	3820	0102436	28.07.2013
5329	25.02.2026	?	002	5329	IT010013505	1	5329	0102471	28.07.2013
5329	25.02.2026	?	002	5329	IT010013506	1	5329	0102416	28.07.2013
3820	25.02.2026	?	002	3820	IT010013507	1	3820	0102436	28.07.2013
2934	25.02.2026	?	002	2934	IT010013507	1	2934	0102437	28.07.2013
2934	25.02.2026	?	002	2934	IT010013507	1	2934	0102442	28.07.2013
3820	25.02.2026	?	002	3820	IT010013508	1	3820	0102443	28.07.2013
2934	25.02.2026	?	002	2934	IT010013508	1	2934	0102447	28.07.2013
2934	25.02.2026	?	002	2934	IT010013509	1	2934	0102448	28.07.2013
23529	25.02.2026	?	001	23529	IT010013509	1	23529	0102474	28.07.2013
47166	25.02.2026	?	001	47166	IT010013509	1	47166	0102390	28.07.2013
1380	25.02.2026	?	002	1380	IT010013510	1	1380	0102492	28.07.2013
496	25.02.2026	?	002	496	IT010013511	1	496	0102549	28.07.2013
2139	25.02.2026	?	002	2139	IT010013512	1	2139	0110143	28.07.2013
2139	25.02.2026	?	002	2139	IT010013513	1	2139	0102331	28.07.2013
4278	25.02.2026	?	002	2139	IT010013513	2	2139	0102332	28.07.2013
15943	25.02.2026	?	002	15943	IT010013514	1	15943	0102439	28.07.2013
5868	25.02.2026	?	002	2934	IT010013514	2	2934	0102442	28.07.2013
8956	25.02.2026	?	002	8956	IT010013515	1	8956	0102453	28.07.2013
2347	25.02.2026	?	002	2347	IT010013515	1	2347	0100632	28.07.2013
1925	25.02.2026	?	002	1925	IT010013516	1	1925	0101041	28.07.2013
3353	25.02.2026	?	002	3353	IT010013516	1	3353	0101045	28.07.2013
1380	25.02.2026	?	002	1380	IT010013517	1	1380	0102492	28.07.2013
1380	25.02.2026	?	002	1380	IT010013518	1	1380	0102493	28.07.2013
496	25.02.2026	?	002	496	IT010013519	1	496	0102549	28.07.2013
1867	25.02.2026	?	002	1867	IT010013519	1	1867	0102584	28.07.2013
1380	25.02.2026	?	002	1380	IT010013520	1	1380	0102722	28.07.2013
450	25.02.2026	?	002	450	IT010013520	1	450	0102723	28.07.2013
2571	25.02.2026	?	002	2571	IT010013521	1	2571	0105736	28.07.2013
534	25.02.2026	?	002	534	IT010013521	1	534	0105743	28.07.2013
749	25.02.2026	?	002	749	IT010013522	1	749	0105747	28.07.2013
2138	25.02.2026	?	002	1069	IT010013523	2	1069	0109013	28.07.2013
384	25.02.2026	?	002	384	IT010013523	1	384	0110140	28.07.2013
4278	25.02.2026	?	002	2139	IT010013523	2	2139	0110143	28.07.2013
2129	25.02.2026	?	002	2129	IT010013523	1	2129	0102306	28.07.2013
2129	25.02.2026	?	002	2129	IT010013524	1	2129	0102307	28.07.2013
2129	25.02.2026	?	002	2129	IT010013524	1	2129	0102309	28.07.2013
2129	25.02.2026	?	002	2129	IT010013525	1	2129	0102310	28.07.2013
2460	25.02.2026	?	002	2460	IT010013526	1	2460	0102311	28.07.2013
4920	25.02.2026	?	002	2460	IT010013527	2	2460	0102313	28.07.2013
2129	25.02.2026	?	002	2129	IT010013527	1	2129	0102578	28.07.2013
4258	25.02.2026	?	002	2129	IT010013528	2	2129	0102306	29.07.2013
2129	25.02.2026	?	002	2129	IT010013529	1	2129	0102307	29.07.2013
2129	25.02.2026	?	002	2129	IT010013529	1	2129	0102309	29.07.2013
2129	25.02.2026	?	002	2129	IT010013529	1	2129	0102310	29.07.2013
2460	25.02.2026	?	002	2460	IT010013530	1	2460	0102311	29.07.2013
4055	25.02.2026	?	002	4055	IT010013530	1	4055	0102312	29.07.2013
2460	25.02.2026	?	002	2460	IT010013531	1	2460	0102313	29.07.2013
2139	25.02.2026	?	002	2139	IT010013532	1	2139	0102331	29.07.2013
2460	25.02.2026	?	002	2460	IT010013532	1	2460	0102334	29.07.2013
2139	25.02.2026	?	002	2139	IT010013533	1	2139	0102335	29.07.2013
8956	25.02.2026	?	002	8956	IT010013533	1	8956	0102453	29.07.2013
15943	25.02.2026	?	002	15943	IT010013534	1	15943	0102439	29.07.2013
8956	25.02.2026	?	002	8956	IT010013534	1	8956	0102453	29.07.2013
816	25.02.2026	?	002	816	IT010013534	1	816	0110488	29.07.2013
936	25.02.2026	?	002	936	IT010013535	1	936	0110491	29.07.2013
1284	25.02.2026	?	002	1284	IT010013535	1	1284	0110496	29.07.2013
15943	25.02.2026	?	002	15943	IT010013535	1	15943	0102439	29.07.2013
2868	25.02.2026	?	002	2868	IT010013535	1	2868	0100597	29.07.2013
6409	25.02.2026	?	002	6409	IT010013536	1	6409	0100636	29.07.2013
47166	25.02.2026	?	001	47166	IT010013537	1	47166	0102390	29.07.2013
496	25.02.2026	?	002	496	IT010013537	1	496	0102478	29.07.2013
1380	25.02.2026	?	002	1380	IT010013537	1	1380	0102492	29.07.2013
1380	25.02.2026	?	002	1380	IT010013537	1	1380	0102493	29.07.2013
496	25.02.2026	?	002	496	IT010013538	1	496	0102549	29.07.2013
1867	25.02.2026	?	002	1867	IT010013539	1	1867	0102584	29.07.2013
1332	25.02.2026	?	002	1332	IT010013540	1	1332	0102721	29.07.2013
1380	25.02.2026	?	002	1380	IT010013540	1	1380	0102722	29.07.2013
450	25.02.2026	?	002	450	IT010013541	1	450	0102723	29.07.2013
534	25.02.2026	?	002	534	IT010013541	1	534	0105743	29.07.2013
749	25.02.2026	?	002	749	IT010013541	1	749	0105747	29.07.2013
566	25.02.2026	?	002	566	IT010013542	1	566	0105755	29.07.2013
984	25.02.2026	?	002	984	IT010013543	1	984	0105759	29.07.2013
1069	25.02.2026	?	002	1069	IT010013544	1	1069	0109013	29.07.2013
2129	25.02.2026	?	002	2129	IT010013544	1	2129	0102306	30.07.2013
2460	25.02.2026	?	002	2460	IT010013545	1	2460	0102311	30.07.2013
4055	25.02.2026	?	002	4055	IT010013546	1	4055	0102312	30.07.2013
2139	25.02.2026	?	002	2139	IT010013546	1	2139	0102331	30.07.2013
4920	25.02.2026	?	002	2460	IT010013547	2	2460	0102334	30.07.2013
6633	25.02.2026	?	002	6633	IT010013548	1	6633	0101326	30.07.2013
5329	25.02.2026	?	002	5329	IT010013549	1	5329	0102416	30.07.2013
5363	25.02.2026	?	002	5363	IT010013550	1	5363	0102427	30.07.2013
15943	25.02.2026	?	002	15943	IT010013550	1	15943	0102439	30.07.2013
8956	25.02.2026	?	002	8956	IT010013550	1	8956	0102453	30.07.2013
25680	25.02.2026	?	001	25680	IT010013550	1	25680	0111514	30.07.2013
1295	25.02.2026	?	002	1295	IT010013551	1	1295	0111515	30.07.2013
1497	25.02.2026	?	002	1497	IT010013551	1	1497	0100595	30.07.2013
1867	25.02.2026	?	002	1867	IT010013551	1	1867	0102483	30.07.2013
2571	25.02.2026	?	002	2571	IT010013551	1	2571	0105736	30.07.2013
2129	25.02.2026	?	002	2129	IT010013552	1	2129	0102310	30.07.2013
1497	25.02.2026	?	002	1497	IT010013552	1	1497	0100595	30.07.2013
6633	25.02.2026	?	002	6633	IT010013553	1	6633	0101326	30.07.2013
5329	25.02.2026	?	002	5329	IT010013554	1	5329	0102416	30.07.2013
10726	25.02.2026	?	002	5363	IT010013554	2	5363	0102427	30.07.2013
15943	25.02.2026	?	002	15943	IT010013555	1	15943	0102439	30.07.2013
8956	25.02.2026	?	002	8956	IT010013556	1	8956	0102453	30.07.2013
1867	25.02.2026	?	002	1867	IT010013556	1	1867	0102483	30.07.2013
2571	25.02.2026	?	002	2571	IT010013557	1	2571	0105736	30.07.2013
25680	25.02.2026	?	001	25680	IT010013557	1	25680	0111514	30.07.2013
1295	25.02.2026	?	002	1295	IT010013557	1	1295	0111515	30.07.2013
1497	25.02.2026	?	002	1497	IT010013558	1	1497	0100595	30.07.2013
1925	25.02.2026	?	002	1925	IT010013558	1	1925	0101041	30.07.2013
566	25.02.2026	?	002	566	IT010013558	1	566	0105755	30.07.2013
2139	25.02.2026	?	002	2139	IT010013559	1	2139	0110143	30.07.2013
1604	25.02.2026	?	002	1604	IT010013560	1	1604	0110144	30.07.2013
8453	25.02.2026	?	002	8453	IT010013560	1	8453	0102381	30.07.2013
496	25.02.2026	?	002	496	IT010013561	1	496	0102549	30.07.2013
1867	25.02.2026	?	002	1867	IT010013562	1	1867	0102584	30.07.2013
2994	25.02.2026	?	002	1497	IT010013562	2	1497	0100595	30.07.2013
2571	25.02.2026	?	002	2571	IT010013563	1	2571	0105736	30.07.2013
6633	25.02.2026	?	002	6633	IT010013563	1	6633	0101326	30.07.2013
12293	25.02.2026	?	002	12293	IT010013563	1	12293	0101332	30.07.2013
5722	25.02.2026	?	002	5722	IT010013564	1	5722	0101339	30.07.2013
5329	25.02.2026	?	002	5329	IT010013564	1	5329	0102416	30.07.2013
5363	25.02.2026	?	002	5363	IT010013565	1	5363	0102421	30.07.2013
5363	25.02.2026	?	002	5363	IT010013565	1	5363	0102427	30.07.2013
3820	25.02.2026	?	002	3820	IT010013565	1	3820	0102436	30.07.2013
15943	25.02.2026	?	002	15943	IT010013566	1	15943	0102439	30.07.2013
2934	25.02.2026	?	002	2934	IT010013566	1	2934	0102442	30.07.2013
5874	25.02.2026	?	002	5874	IT010013566	1	5874	0102444	30.07.2013
2934	25.02.2026	?	002	2934	IT010013567	1	2934	0102447	30.07.2013
8956	25.02.2026	?	002	8956	IT010013568	1	8956	0102453	30.07.2013
2129	25.02.2026	?	002	2129	IT010013568	1	2129	0102307	30.07.2013
4258	25.02.2026	?	002	2129	IT010013569	2	2129	0102309	30.07.2013
2129	25.02.2026	?	002	2129	IT010013569	1	2129	0102310	30.07.2013
2460	25.02.2026	?	002	2460	IT010013570	1	2460	0102313	30.07.2013
4278	25.02.2026	?	002	2139	IT010013571	2	2139	0102335	30.07.2013
6446	25.02.2026	?	002	6446	IT010013571	1	6446	0101323	30.07.2013
6633	25.02.2026	?	002	6633	IT010013572	1	6633	0101326	30.07.2013
8121	25.02.2026	?	002	8121	IT010013572	1	8121	0101329	30.07.2013
6409	25.02.2026	?	002	6409	IT010013572	1	6409	0101330	30.07.2013
5722	25.02.2026	?	002	5722	IT010013572	1	5722	0101339	30.07.2013
10678	25.02.2026	?	002	5339	IT010013573	2	5339	0101340	30.07.2013
5874	25.02.2026	?	002	5874	IT010013573	1	5874	0102444	30.07.2013
2934	25.02.2026	?	002	2934	IT010013574	1	2934	0102447	30.07.2013
